P_serialNumber,P_LocatorID,P_invItemId,P_subinventoryCode
17234B2039,773207,14320,Missing
19346N061D,773207,14320,Missing
19281N02B5,773207,14320,Missing
20080B80B0,773207,14320,Missing
18044B1CAE,773207,14320,Missing
19345N197B,773207,14320,Missing
20120N0FD7,773207,14320,Missing
17234B0808,773207,14320,Missing
21235B1302,773207,14320,Missing
16232B4E8C,773207,14320,Missing
16204B15DD,773207,14320,Missing
16230B3CB1,773207,14320,Missing
16176B2B36,773207,14320,Missing
20021N0DCD,773207,14320,Missing
15330B4986,773207,14320,Missing
20086N0C97,773207,24021,Missing
18J202003651,773207,103323,Missing
18J154401970,773207,103323,Missing
18J154701457,773207,103323,Missing
18J191200123,773207,103323,Missing
D9J213703574,773207,6524,Missing
D9J223806894,773207,6524,Missing
2.03535E+13,773207,8426,Missing
S22108520101290,773207,8426,Missing
2.03585E+13,773207,8426,Missing
2.00735E+13,773207,8426,Missing
S20197520101378,773207,8426,Missing
2.10465E+13,773207,8426,Missing
S20111520100726,773207,8426,Missing
S20105520101301,773207,8426,Missing
1.92255E+13,773207,8426,Missing
2.01775E+13,773207,8426,Missing
2.12545E+13,773207,8426,Missing
1.93555E+13,773207,8426,Missing
1.93535E+13,773207,8426,Missing
2.10715E+13,773207,8426,Missing
2.10295E+13,773207,8426,Missing
2.11455E+13,773207,8426,Missing
2.03515E+13,773207,8426,Missing
9904063358,773207,8426,Missing
1.93585E+13,773207,8426,Missing
S21256520101200,773207,8426,Missing
S21131520101239,773207,8426,Missing
S20191523021638,773207,8426,Missing
S21008520100947,773207,8426,Missing
2.11265E+13,773207,8426,Missing
2.11885E+13,773207,8426,Missing
S21036520100137,773207,8426,Missing
S21252520100614,773207,8426,Missing
1.64379E+14,773207,8426,Missing
S20203520101575,773207,8426,Missing
2.01775E+13,773207,8426,Missing
S20176520100287,773207,8426,Missing
S20177520100481,773207,8426,Missing
S20111520100985,773207,8426,Missing
S21256520101497,773207,8426,Missing
S20350520100312,773207,8426,Missing
S20141520100026,773207,8426,Missing
S20359520101715,773207,8426,Missing
S20255520100094,773207,8426,Missing
S20310520101040,773207,8426,Missing
2.02615E+13,773207,8426,Missing
S21146520102309,773207,8426,Missing
S21147520102566,773207,8426,Missing
S21110520100507,773207,8426,Missing
S20272520101613,773207,8426,Missing
S21146520102329,773207,8426,Missing
S20203520100101,773207,8426,Missing
S21163520100001,773207,8426,Missing
S20280520101803,773207,8426,Missing
S21186520100059,773207,8426,Missing
S21158520101574,773207,8426,Missing
S20106520101328,773207,8426,Missing
S20281520100449,773207,8426,Missing
S21146520100268,773207,8426,Missing
S20198520100711,773207,8426,Missing
S21076520101507,773207,8426,Missing
S21139520101174,773207,8426,Missing
S20219520101702,773207,8426,Missing
S21124520100228,773207,8426,Missing
S21035520101369,773207,8426,Missing
S20200523022104,773207,8426,Missing
S21170520100019,773207,8426,Missing
S21142520100093,773207,8426,Missing
S20112520100775,773207,8426,Missing
S20199520100755,773207,8426,Missing
S20199520100923,773207,8426,Missing
S19353523021732,773207,8426,Missing
S19240523020705,773207,8426,Missing
S20115520101098,773207,8426,Missing
S21106520101058,773207,8426,Missing
S20072520101137,773207,8426,Missing
S20247520100818,773207,8426,Missing
S20141520100164,773207,8426,Missing
S20349520100822,773207,8426,Missing
S21198520100171,773207,8426,Missing
S20178520100368,773207,8426,Missing
S21226520100260,773207,8426,Missing
S21147520102377,773207,8426,Missing
S20070520100854,773207,8426,Missing
S21160520100061,773207,8426,Missing
S20072520101320,773207,8426,Missing
S20199520100315,773207,8426,Missing
S21128520100306,773207,8426,Missing
S20199520100840,773207,8426,Missing
S20011520100063,773207,8426,Missing
S20273520100238,773207,8426,Missing
S20076520101296,773207,8426,Missing
S20168520101478,773207,8426,Missing
S20204520100981,773207,8426,Missing
1.92215E+13,773207,8426,Missing
S21175520102383,773207,8426,Missing
S21107520100675,773207,8426,Missing
S20174520100864,773207,8426,Missing
S20033520100057,773207,8426,Missing
S20176520100810,773207,8426,Missing
S20111520101229,773207,8426,Missing
S20114520100107,773207,8426,Missing
S19362523020585,773207,8426,Missing
S20135520101300,773207,8426,Missing
S20176520100946,773207,8426,Missing
S19351523022059,773207,8426,Missing
S20281520100398,773207,8426,Missing
S21016520100304,773207,8426,Missing
S20125520100296,773207,8426,Missing
S20041520100241,773207,8426,Missing
S21151520100541,773207,8426,Missing
S20178520101370,773207,8426,Missing
S20069520101249,773207,8426,Missing
S20311520100030,773207,8426,Missing
S19354523020639,773207,8426,Missing
S20272520100186,773207,8426,Missing
S20006520100044,773207,8426,Missing
S20310520101100,773207,8426,Missing
S20350520100996,773207,8426,Missing
S20142520101051,773207,8426,Missing
S20057520100980,773207,8426,Missing
2.11805E+13,773207,8426,Missing
S20216520101551,773207,8426,Missing
S20350520100530,773207,8426,Missing
S21133520100192,773207,8426,Missing
S20042520100613,773207,8426,Missing
S21151520101616,773207,8426,Missing
S21215520101010,773207,8426,Missing
S21176520100245,773207,8426,Missing
S20272520100231,773207,8426,Missing
S21183520101917,773207,8426,Missing
S20310520101085,773207,8426,Missing
S20266520101481,773207,8426,Missing
S20266520101625,773207,8426,Missing
S19355520100114,773207,8426,Missing
S20029520100572,773207,8426,Missing
S21008520100900,773207,8426,Missing
2.02205E+13,773207,8426,Missing
S21128520100042,773207,8426,Missing
S21160520100345,773207,8426,Missing
S21245520100875,773207,8426,Missing
S20031520100874,773207,8426,Missing
S20201523020313,773207,8426,Missing
S20062520100472,773207,8426,Missing
S21004520100844,773207,8426,Missing
S20118520100193,773207,8426,Missing
S19353523020827,773207,8426,Missing
S20350520101107,773207,8426,Missing
S20184520100989,773207,8426,Missing
S21173520100618,773207,8426,Missing
S21239520101101,773207,8426,Missing
1.92365E+13,773207,8426,Missing
S21140520101125,773207,8426,Missing
2.02185E+13,773207,8426,Missing
S20259520100379,773207,8426,Missing
S20045520100092,773207,8426,Missing
S21145520101901,773207,8426,Missing
2.10075E+13,773207,8426,Missing
S21249520100180,773207,8426,Missing
S20141520100433,773207,8426,Missing
2.02205E+13,773207,8426,Missing
S21256520100343,773207,8426,Missing
2.00225E+13,773207,8426,Missing
2.00055E+13,773207,8426,Missing
2.10165E+13,773207,8426,Missing
S20132520100110,773207,8426,Missing
S20350520100117,773207,8426,Missing
S20042520100497,773207,8426,Missing
S20350520100919,773207,8426,Missing
S20211520101373,773207,8426,Missing
S20199523021176,773207,8426,Missing
2.11465E+13,773207,8426,Missing
S21149520101574,773207,8426,Missing
S20125520100604,773207,8426,Missing
S20009520101395,773207,8426,Missing
S20360520100135,773207,8426,Missing
S19221523020915,773207,8426,Missing
S20203520100025,773207,8426,Missing
2.01885E+13,773207,8426,Missing
S21139520101804,773207,8426,Missing
S20120520100310,773207,8426,Missing
2.02005E+13,773207,8426,Missing
S20191523021558,773207,8426,Missing
S19358520100457,773207,8426,Missing
1.93535E+13,773207,8426,Missing
2.01815E+13,773207,8426,Missing
S20031520101008,773207,8426,Missing
2.01895E+13,773207,8426,Missing
S20171520100902,773207,8426,Missing
2.00695E+13,773207,8426,Missing
1.93585E+13,773207,8426,Missing
2.01845E+13,773207,8426,Missing
2.02795E+13,773207,8426,Missing
2.11335E+13,773207,8426,Missing
2.01415E+13,773207,8426,Missing
2.01885E+13,773207,8426,Missing
2.03515E+13,773207,8426,Missing
S21236520101505,773207,8426,Missing
S21211520101331,773207,8426,Missing
S21140520100850,773207,8426,Missing
2.01285E+13,773207,8426,Missing
S20266520101702,773207,8426,Missing
S23296525100217,773207,8426,Missing
2.00035E+13,773207,8426,Missing
S20063520100051,773207,8426,Missing
S21188520100950,773207,8426,Missing
S21188520101027,773207,8426,Missing
S21188520101029,773207,8426,Missing
S21188520100914,773207,8426,Missing
S21188520100792,773207,8426,Missing
S21188520100981,773207,8426,Missing
S21188520101009,773207,8426,Missing
S21188520100860,773207,8426,Missing
S21188520100977,773207,8426,Missing
S21188520101006,773207,8426,Missing
S21135520100704,773207,8426,Missing
2.02665E+13,773207,8426,Missing
1.93535E+13,773207,8426,Missing
S20359520101722,773207,8426,Missing
2.02615E+13,773207,8426,Missing
S19242523020525,773207,8426,Missing
9916108848,773207,8426,Missing
2.11685E+13,773207,8426,Missing
2.01405E+13,773207,8426,Missing
S21188520100952,773207,8426,Missing
S21188520100892,773207,8426,Missing
2.10295E+13,773207,8426,Missing
2.00135E+13,773207,8426,Missing
2.00445E+13,773207,8426,Missing
2.01955E+13,773207,8426,Missing
2.11545E+13,773207,8426,Missing
2.00425E+13,773207,8426,Missing
S20223520100100,773207,8426,Missing
S20222520100019,773207,8426,Missing
S20221520101244,773207,8426,Missing
1.92365E+13,773207,8426,Missing
S20041520100705,773207,8426,Missing
S21025520100556,773207,8426,Missing
S20106520100272,773207,8426,Missing
s20266520100325,773207,8426,Missing
S21140520100721,773207,8426,Missing
S21201520101437,773207,8426,Missing
S21139520102005,773207,8426,Missing
S19220523022376,773207,8426,Missing
S21173520100750,773207,8426,Missing
S21233520100020,773207,8426,Missing
S20186520100129,773207,8426,Missing
S21025520100360,773207,8426,Missing
S21133520101842,773207,8426,Missing
S20178520101261,773207,8426,Missing
S19353520100676,773207,8426,Missing
S20204520101481,773207,8426,Missing
S20063520100450,773207,8426,Missing
S19234523021231,773207,8426,Missing
S20111520100978,773207,8426,Missing
S20186520100624,773207,8426,Missing
S20105520101366,773207,8426,Missing
S20073520100161,773207,8426,Missing
S21112520100618,773207,8426,Missing
S21144520100612,773207,8426,Missing
S21190520100394,773207,8426,Missing
S20030520101128,773207,8426,Missing
2.02605E+13,773207,8426,Missing
\S20135520100345,773207,8426,Missing
S20193520100028,773207,8426,Missing
S21015520101553,773207,8426,Missing
\S20056520100725,773207,8426,Missing
S20057520100280,773207,8426,Missing
2.11545E+13,773207,8426,Missing
S19361523020251,773207,8426,Missing
S21036520100679,773207,8426,Missing
S21194520101933,773207,8426,Missing
S20217520101267,773207,8426,Missing
S20111520100838,773207,8426,Missing
S20176520100117,773207,8426,Missing
S21165520101570,773207,8426,Missing
S21257520100213,773207,8426,Missing
S20135520100359,773207,8426,Missing
S20200523021467,773207,8426,Missing
S20192520100512,773207,8426,Missing
S20195520100795,773207,8426,Missing
S20045520100425,773207,8426,Missing
S20057520100068,773207,8426,Missing
S21201520101780,773207,8426,Missing
2.11245E+13,773207,8426,Missing
S20112520100128,773207,8426,Missing
S20272520100127,773207,8426,Missing
S20136520100931,773207,8426,Missing
S20177520100364,773207,8426,Missing
S20133520101308,773207,8426,Missing
S20125520100395,773207,8426,Missing
S20125520100277,773207,8426,Missing
S21202520101508,773207,8426,Missing
S21183520101930,773207,8426,Missing
S20177520100225,773207,8426,Missing
S19355520100295,773207,8426,Missing
S21175520101603,773207,8426,Missing
S20062520100036,773207,8426,Missing
S20349520101067,773207,8426,Missing
S20134520100662,773207,8426,Missing
S20191520100778,773207,8426,Missing
S20204520100172,773207,8426,Missing
S20350520100810,773207,8426,Missing
2.01895E+13,773207,8426,Missing
S20350520100760,773207,8426,Missing
S19240523020407,773207,8426,Missing
S19360523020242,773207,8426,Missing
S20127520100139,773207,8426,Missing
S20350520101106,773207,8426,Missing
S21130520101588,773207,8426,Missing
9.75354E+13,773207,8426,Missing
S20217520101380,773207,8426,Missing
S21107520101042,773207,8426,Missing
S20350520101042,773207,8426,Missing
S20357520101008,773207,8426,Missing
S19234523020783,773207,8426,Missing
S19241523020675,773207,8426,Missing
S20199520100367,773207,8426,Missing
S20199520100781,773207,8426,Missing
S21133520101782,773207,8426,Missing
S20142520100078,773207,8426,Missing
S20137520100031,773207,8426,Missing
S20175520100581,773207,8426,Missing
S21148520100153,773207,8426,Missing
2.03585E+13,773207,8426,Missing
S19220523021544,773207,8426,Missing
2.01895E+13,773207,8426,Missing
S19361520100553,773207,8426,Missing
S20136520100845,773207,8426,Missing
S20178520100367,773207,8426,Missing
S20169520100112,773207,8426,Missing
S20195520100131,773207,8426,Missing
S20115520100119,773207,8426,Missing
2.01355E+13,773207,8426,Missing
S20270520100243,773207,8426,Missing
S20220520101060,773207,8426,Missing
2.11425E+13,773207,8426,Missing
2.01125E+13,773207,8426,Missing
S19353523024001,773207,8426,Missing
S20266520101759,773207,8426,Missing
S20266520100317,773207,8426,Missing
2.10255E+13,773207,8426,Missing
2.11595E+13,773207,8426,Missing
S20005520100052,773207,8426,Missing
1.92255E+13,773207,8426,Missing
S21133520101656,773207,8426,Missing
S21134520100820,773207,8426,Missing
S21026520100760,773207,8426,Missing
S22174520102032,773207,8426,Missing
S21107520101126,773207,8426,Missing
S21079520100595,773207,8426,Missing
S20114520100355,773207,8426,Missing
S19360523020315,773207,8426,Missing
S21176520100333,773207,8426,Missing
S19362523020012,773207,8426,Missing
2.02045E+13,773207,8426,Missing
S21147520100372,773207,8426,Missing
S21124520100358,773207,8426,Missing
2.01435E+13,773207,8426,Missing
2.10265E+13,773207,8426,Missing
2.10535E+13,773207,8426,Missing
2.11335E+13,773207,8426,Missing
S21077520101249,773207,8426,Missing
S20204520100414,773207,8426,Missing
1.64407E+14,773207,8426,Missing
S20126520100321,773207,8426,Missing
S21149520100432,773207,8426,Missing
S19354520100632,773207,8426,Missing
S20188520102019,773207,8426,Missing
S21132520101861,773207,8426,Missing
S20175520100497,773207,8426,Missing
S20133520100605,773207,8426,Missing
S20069520100998,773207,8426,Missing
1.90235E+13,773207,8426,Missing
S19361523020191,773207,8426,Missing
S20168520100303,773207,8426,Missing
S19360523020557,773207,8426,Missing
S20034520101037,773207,8426,Missing
S21149520100096,773207,8426,Missing
S20350520100202,773207,8426,Missing
S20191520100213,773207,8426,Missing
S23339525100160,773207,8426,Missing
S21139520101689,773207,8426,Missing
S19234523020664,773207,8426,Missing
2.03575E+13,773207,8426,Missing
1.14152E+12,773207,8426,Missing
S20210520101888,773207,8426,Missing
S20220520101026,773207,8426,Missing
S21004520101185,773207,8426,Missing
S20191520100125,773207,8426,Missing
S20105520101162,773207,8426,Missing
S21174520100166,773207,8426,Missing
S20199523020616,773207,8426,Missing
2.03495E+13,773207,8426,Missing
S21007520100911,773207,8426,Missing
2.10405E+13,773207,8426,Missing
2.03615E+13,773207,8426,Missing
S20002523020893,773207,8426,Missing
S20126520100482,773207,8426,Missing
S20126520100282,773207,8426,Missing
2.00745E+13,773207,8426,Missing
S20074520100851,773207,8426,Missing
2.03515E+13,773207,8426,Missing
2.03585E+13,773207,8426,Missing
S21188520100849,773207,8426,Missing
S20181520101161,773207,8426,Missing
9911434075,773207,8426,Missing
2.01155E+13,773207,8426,Missing
2.01955E+13,773207,8426,Missing
2.01325E+13,773207,8426,Missing
S20221520101146,773207,8426,Missing
2.01995E+13,773207,8426,Missing
S19235523020602,773207,8426,Missing
S20192520100143,773207,8426,Missing
S20349520101044,773207,8426,Missing
S21226520101431,773207,8426,Missing
S20198520101146,773207,8426,Missing
S20174520100156,773207,8426,Missing
9.79473E+13,773207,8426,Missing
S20074520100654,773207,8426,Missing
S20349520100192,773207,8426,Missing
S20072520101131,773207,8426,Missing
S20254520101309,773207,8426,Missing
2.10365E+13,773207,8426,Missing
2.02745E+13,773207,8426,Missing
S20062520100388,773207,8426,Missing
S21201520101256,773207,8426,Missing
S20031520101117,773207,8426,Missing
S21140520100384,773207,8426,Missing
S20247520100016,773207,8426,Missing
S20162520100474,773207,8426,Missing
19220523021849-68243,773207,8426,Missing
S20190520100454,773207,8426,Missing
S20185520101116,773207,8426,Missing
S20197520101184,773207,8426,Missing
2.11475E+13,773207,8426,Missing
S20135520100345,773207,8426,Missing
1.64343E+14,773207,8426,Missing
1.64435E+14,773207,8426,Missing
1.64355E+14,773207,8426,Missing
S20176520101136,773207,8426,Missing
S19221523020234,773207,8426,Missing
S20057520100632,773207,8426,Missing
S21215520100096,773207,8426,Missing
S20169520101236,773207,8426,Missing
2.01985E+13,773207,8426,Missing
S20007520100006,773207,8426,Missing
S20183520100728,773207,8426,Missing
S20361520101664,773207,8426,Missing
S20120520100282,773207,8426,Missing
S21141520100689,773207,8426,Missing
S19242523021531,773207,8426,Missing
S20106520100337,773207,8426,Missing
9.618E+13,773207,8426,Missing
9.81672E+13,773207,8426,Missing
9.60801E+13,773207,8426,Missing
S20063520100027,773207,8426,Missing
S21132520100023,773207,8426,Missing
S20185520101117,773207,8426,Missing
S20176520100611,773207,8426,Missing
S21124520100272,773207,8426,Missing
S21138520101251,773207,8426,Missing
S20258520100789,773207,8426,Missing
S20168520100343,773207,8426,Missing
S21183520100560,773207,8426,Missing
S20072520100722,773207,8426,Missing
S20045520100541,773207,8426,Missing
S21111520102040,773207,8426,Missing
S19226523020202,773207,8426,Missing
S21140520100889,773207,8426,Missing
S20185520100114,773207,8426,Missing
S20169520100377,773207,8426,Missing
S21140520100826,773207,8426,Missing
S21126520101170,773207,8426,Missing
S21128520100856,773207,8426,Missing
S20129520100522,773207,8426,Missing
S20217520101187,773207,8426,Missing
S20200520100003,773207,8426,Missing
S21146520101698,773207,8426,Missing
S20120520100340,773207,8426,Missing
S20127520100861,773207,8426,Missing
S21147520100407,773207,8426,Missing
S20350520100866,773207,8426,Missing
S20350520101207,773207,8426,Missing
S20361520100737,773207,8426,Missing
S20181520101171,773207,8426,Missing
S21016520100033,773207,8426,Missing
S20177520101012,773207,8426,Missing
S20057520100535,773207,8426,Missing
2.02005E+13,773207,8426,Missing
S21134520100479,773207,8426,Missing
S21232520100916,773207,8426,Missing
S20279520100007,773207,8426,Missing
S20184520100578,773207,8426,Missing
S21026520100193N,773207,8426,Missing
S21037520101340,773207,8426,Missing
S20311520100191,773207,8426,Missing
S21214520100241,773207,8426,Missing
S21254520101290,773207,8426,Missing
S20198523020343,773207,8426,Missing
S21201520101859,773207,8426,Missing
S20197520101150,773207,8426,Missing
S21260520102051,773207,8426,Missing
S20120520100223,773207,8426,Missing
S20104520100036,773207,8426,Missing
1.90235E+13,773207,8426,Missing
S20130520100010,773207,8426,Missing
S21145520101084,773207,8426,Missing
S20114520100240,773207,8426,Missing
2.02005E+13,773207,8426,Missing
S20178520100522,773207,8426,Missing
S21138520100471,773207,8426,Missing
S21046520100883,773207,8426,Missing
2.02205E+13,773207,8426,Missing
S21260520101796,773207,8426,Missing
2.11315E+13,773207,8426,Missing
S20183520100686,773207,8426,Missing
S20036520100127,773207,8426,Missing
S21217520101629,773207,8426,Missing
2.00025E+13,773207,8426,Missing
S20170520100301,773207,8426,Missing
S19241523021937,773207,8426,Missing
S20030520100016,773207,8426,Missing
2.00765E+13,773207,8426,Missing
S21076520101524,773207,8426,Missing
2.01115E+13,773207,8426,Missing
S21036520101282,773207,8426,Missing
2.11335E+13,773207,8426,Missing
S20055520100591,773207,8426,Missing
S20004520100256,773207,8426,Missing
S20120520100389,773207,8426,Missing
1.64647E+14,773207,8426,Missing
S20140520101187,773207,8426,Missing
2.02205E+13,773207,8426,Missing
S19354523020759,773207,8426,Missing
S21179520100588,773207,8426,Missing
S20357520101350,773207,8426,Missing
S21110520100197,773207,8426,Missing
S21273520102200,773207,8426,Missing
2.11415E+13,773207,8426,Missing
S19236523021992,773207,8426,Missing
2.01065E+13,773207,8426,Missing
2.01415E+13,773207,8426,Missing
2.00745E+13,773207,8426,Missing
1.92335E+13,773207,8426,Missing
S21226520100309,773207,8426,Missing
2.11355E+13,773207,8426,Missing
2.10465E+13,773207,8426,Missing
2.01205E+13,773207,8426,Missing
S21190520101260,773207,8426,Missing
2.01425E+13,773207,8426,Missing
21754N0017,773207,8426,Missing
2.01695E+13,773207,8426,Missing
2.10385E+13,773207,8426,Missing
2.00295E+13,773207,8426,Missing
1.55523E+11,773207,8426,Missing
2.11465E+13,773207,8426,Missing
2.01745E+13,773207,8426,Missing
2.02115E+13,773207,8426,Missing
9912167412,773207,8426,Missing
S19360520101239,773207,8426,Missing
S20135520101310,773207,8426,Missing
S20042520100154,773207,8426,Missing
S20195520100076,773207,8426,Missing
S20041520100613,773207,8426,Missing
S20073520101508,773207,8426,Missing
S20359520101482,773207,8426,Missing
S21238520101310,773207,8426,Missing
S20188520101778,773207,8426,Missing
S20069520101106,773207,8426,Missing
S21137520100281,773207,8426,Missing
S21173520100726,773207,8426,Missing
S21021520100944,773207,8426,Missing
S20057520100896,773207,8426,Missing
S20177520100883,773207,8426,Missing
S21173520101796,773207,8426,Missing
S20106520101472,773207,8426,Missing
S21004520101050,773207,8426,Missing
S20311520100590,773207,8426,Missing
S20359520100641,773207,8426,Missing
S21140520100302,773207,8426,Missing
S20140520101196,773207,8426,Missing
S20113520100312,773207,8426,Missing
S20135520101179,773207,8426,Missing
S19219523020598,773207,8426,Missing
S19361520100229,773207,8426,Missing
S20175520101111,773207,8426,Missing
S20361520101248,773207,8426,Missing
S20036520100593,773207,8426,Missing
S21217520101037,773207,8426,Missing
S21025520101329,773207,8426,Missing
S21007520100763,773207,8426,Missing
S20128520101075,773207,8426,Missing
S20121520100115,773207,8426,Missing
S20043520100759,773207,8426,Missing
S20185520100151,773207,8426,Missing
S21025520102081,773207,8426,Missing
S20202520100897,773207,8426,Missing
S20042520100559,773207,8426,Missing
S21176520100005,773207,8426,Missing
2.02025E+13,773207,8426,Missing
S19360523020241,773207,8426,Missing
S20074520100622,773207,8426,Missing
S20174520100932,773207,8426,Missing
S20358520102013,773207,8426,Missing
S20045520100382,773207,8426,Missing
S20202520101056,773207,8426,Missing
S20168520101416,773207,8426,Missing
S20069520100801,773207,8426,Missing
S21141520101678,773207,8426,Missing
S20350520100150,773207,8426,Missing
S19219523021008,773207,8426,Missing
S21124520100187,773207,8426,Missing
S20108520101012,773207,8426,Missing
2.10285E+13,773207,8426,Missing
S20176520101295,773207,8426,Missing
1.64423E+14,773207,8426,Missing
S20206520102024,773207,8426,Missing
S20259520101510,773207,8426,Missing
2.11425E+13,773207,8426,Missing
S20197520101462,773207,8426,Missing
S20136520100131,773207,8426,Missing
S19240523021532,773207,8426,Missing
S20199523021463,773207,8426,Missing
S20270520101654,773207,8426,Missing
2.11555E+13,773207,8426,Missing
S20031520100186,773207,8426,Missing
S19221523021035,773207,8426,Missing
S20280520101804,773207,8426,Missing
S20193523020128,773207,8426,Missing
S21021520100641,773207,8426,Missing
S20042520100895,773207,8426,Missing
S20197523020255,773207,8426,Missing
S21140520100343,773207,8426,Missing
S21148520101100,773207,8426,Missing
s20186520100328,773207,8426,Missing
S20203520100216,773207,8426,Missing
2.10515E+13,773207,8426,Missing
2.11245E+13,773207,8426,Missing
2.02045E+13,773207,8426,Missing
2.02735E+13,773207,8426,Missing
S20361520101611,773207,8426,Missing
S20012520100032,773207,8426,Missing
S20358520101462,773207,8426,Missing
S21025520102188,773207,8426,Missing
S20034520101277,773207,8426,Missing
S20204523021103,773207,8426,Missing
S20126520101500,773207,8426,Missing
S21154523020403,773207,8426,Missing
S20349520100160,773207,8426,Missing
S21008520100944,773207,8426,Missing
S20113520100525,773207,8426,Missing
S21026520100942,773207,8426,Missing
S20203520100017,773207,8426,Missing
S20183520100680,773207,8426,Missing
S21226520100238,773207,8426,Missing
S21021520100462,773207,8426,Missing
S20072520100098,773207,8426,Missing
S20106520100338,773207,8426,Missing
S20200523022004,773207,8426,Missing
S20033520100027,773207,8426,Missing
S20134520100527,773207,8426,Missing
S20161520100258,773207,8426,Missing
S20105520100845,773207,8426,Missing
S20006520100168,773207,8426,Missing
S20118520100041,773207,8426,Missing
S20057520100865,773207,8426,Missing
S20247520101771,773207,8426,Missing
S20134520101079,773207,8426,Missing
S20135520100314,773207,8426,Missing
S21175520100687,773207,8426,Missing
S20198520100750,773207,8426,Missing
S20311520100555,773207,8426,Missing
S20114520100342,773207,8426,Missing
2.10365E+13,773207,8426,Missing
2.01045E+13,773207,8426,Missing
S20212520100176,773207,8426,Missing
S21140520101153,773207,8426,Missing
S21135520100739,773207,8426,Missing
S20266520101736,773207,8426,Missing
S20202520100955,773207,8426,Missing
S20202520101007,773207,8426,Missing
S20217520101420,773207,8426,Missing
S21159523020069,773207,8426,Missing
S21078520100764,773207,8426,Missing
S21216520101544,773207,8426,Missing
S18194523020259,773207,8426,Missing
S21172520101463,773207,8426,Missing
2.01985E+13,773207,8426,Missing
S20161520100279,773207,8426,Missing
S21047520100048,773207,8426,Missing
S21028520101621,773207,8426,Missing
S21138520101367,773207,8426,Missing
S20195520100644,773207,8426,Missing
S20363520101194,773207,8426,Missing
S21141520101607,773207,8426,Missing
2.01765E+13,773207,8426,Missing
S20271520100027,773207,8426,Missing
2.00555E+13,773207,8426,Missing
2.00575E+13,773207,8426,Missing
1.93625E+13,773207,8426,Missing
S21151520100031,773207,8426,Missing
S21179520100927,773207,8426,Missing
S20202520100886,773207,8426,Missing
S20057520100327,773207,8426,Missing
1.92425E+13,773207,8426,Missing
S21272520101802,773207,8426,Missing
S20112520101651,773207,8426,Missing
S20006523020127,773207,8426,Missing
1.93615E+13,773207,8426,Missing
2.11405E+13,773207,8426,Missing
S21196520100638,773207,8426,Missing
2.01775E+13,773207,8426,Missing
2.02005E+13,773207,8426,Missing
S21110520101814,773207,8426,Missing
2.02025E+13,773207,8426,Missing
S21075520101183,773207,8426,Missing
S19241523020779,773207,8426,Missing
S20044520101012,773207,8426,Missing
S21201520101140,773207,8426,Missing
S20357520100091,773207,8426,Missing
S20178520100314,773207,8426,Missing
2.03495E+13,773207,8426,Missing
2.01915E+13,773207,8426,Missing
S20042520100287,773207,8426,Missing
S20011520100130,773207,8426,Missing
2.10395E+13,773207,8426,Missing
S20258520100598,773207,8426,Missing
2.11455E+13,773207,8426,Missing
2.00065E+13,773207,8426,Missing
S19354523020118,773207,8426,Missing
S20022520100663,773207,8426,Missing
S23306525100280,773207,8426,Missing
S23321525100018,773207,8426,Missing
S21074520101046,773207,8426,Missing
S21145520101751,773207,8426,Missing
2.02005E+13,773207,8426,Missing
2.11485E+13,773207,8426,Missing
2.00105E+13,773207,8426,Missing
2.02045E+13,773207,8426,Missing
S23297525100134,773207,8426,Missing
2.01635E+13,773207,8426,Missing
S20350520100196,773207,8426,Missing
1.90325E+13,773207,8426,Missing
2.01845E+13,773207,8426,Missing
2.00055E+13,773207,8426,Missing
S19225523021392,773207,8426,Missing
2.01835E+13,773207,8426,Missing
S23293525100161,773207,8426,Missing
S23293525100166,773207,8426,Missing
S23294525100142,773207,8426,Missing
2.02605E+13,773207,8426,Missing
2.11375E+13,773207,8426,Missing
2.01645E+13,773207,8426,Missing
2.01425E+13,773207,8426,Missing
2.01115E+13,773207,8426,Missing
2.02035E+13,773207,8426,Missing
1.92345E+13,773207,8426,Missing
2.02095E+13,773207,8426,Missing
8520100513,773207,8426,Missing
1.93555E+13,773207,8426,Missing
2.02815E+13,773207,8426,Missing
S20361520100050,773207,8426,Missing
S21174520101829,773207,8426,Missing
S20210520101626,773207,8426,Missing
2.00305E+13,773207,8426,Missing
2.01955E+13,773207,8426,Missing
2.03505E+13,773207,8426,Missing
S21144520100309,773207,8426,Missing
S20073520101221,773207,8426,Missing
S20254520101089,773207,8426,Missing
S21169520101327,773207,8426,Missing
S20219520100042,773207,8426,Missing
S20175520100995,773207,8426,Missing
S20311520100089,773207,8426,Missing
S20132520100140,773207,8426,Missing
S20360520100120,773207,8426,Missing
S20358520100690,773207,8426,Missing
S2118052010186,773207,8426,Missing
S19220523021802,773207,8426,Missing
S21128520101419,773207,8426,Missing
S21165520100213,773207,8426,Missing
S2031050101125,773207,8426,Missing
S19221523020264,773207,8426,Missing
S20006520100433,773207,8426,Missing
S21145520102186,773207,8426,Missing
S20162520100288,773207,8426,Missing
S20136520100868,773207,8426,Missing
S21188520101970,773207,8426,Missing
S21028520101331,773207,8426,Missing
S19220523021940,773207,8426,Missing
S19220523022445,773207,8426,Missing
2.02745E+13,773207,8426,Missing
S20186520101419,773207,8426,Missing
S20259520100865,773207,8426,Missing
