P_serialNumber,P_LocatorID,P_invItemId,P_subinventoryCode
S24194524202880,728490,8476,Storage
S24194524202899,728490,8476,Storage
S24194524202902,728490,8476,Storage
S24194524202909,728490,8476,Storage
S24194524202950,728490,8476,Storage
S24103524207591,728490,8476,Storage
S24103524207746,728490,8476,Storage
S24106524201985,728490,8476,Storage
S24106524201992,728490,8476,Storage
S24106524202029,728490,8476,Storage
S24106524202123,728490,8476,Storage
S24106524202140,728490,8476,Storage
S24106524202315,728490,8476,Storage
S24106524202341,728490,8476,Storage
S24106524202343,728490,8476,Storage
S24193524200993,728490,8476,Storage
S24193524201007,728490,8476,Storage
S24194524202647,728490,8476,Storage
S24194524202823,728490,8476,Storage
S24194524203305,728490,8476,Storage
S24195524201204,728490,8476,Storage
S24195524201535,728490,8476,Storage
S24195524201562,728490,8476,Storage
S24195524201672,728490,8476,Storage
S24198524215485,728490,8476,Storage
S24197524207182,728490,8476,Storage
S24198524200664,728490,8476,Storage
S24198524200728,728490,8476,Storage
S24198524200801,728490,8476,Storage
S24198524201241,728490,8476,Storage
S24198524201257,728490,8476,Storage
S24198524201272,728490,8476,Storage
S24195524201695,728490,8476,Storage
S24195524201744,728490,8476,Storage
S24198524200854,728490,8476,Storage
S24187524202194,728490,8476,Storage
S24187524202204,728490,8476,Storage
S24187524202224,728490,8476,Storage
S24187524202245,728490,8476,Storage
S24187524202249,728490,8476,Storage
S24187524202254,728490,8476,Storage
S24187524202290,728490,8476,Storage
S24187524202382,728490,8476,Storage
S24187524202392,728490,8476,Storage
S24187524202415,728490,8476,Storage
S24187524202443,728490,8476,Storage
S24187524212769,728490,8476,Storage
S24187524212909,728490,8476,Storage
S24187524212928,728490,8476,Storage
S24187524212981,728490,8476,Storage
S24187524213020,728490,8476,Storage
S24187524213034,728490,8476,Storage
S24187524213074,728490,8476,Storage
S24187524213384,728490,8476,Storage
S24190524216975,728490,8476,Storage
S24190524217316,728490,8476,Storage
S24190524217334,728490,8476,Storage
S24059524206364,728490,8476,Storage
S24106524202749,728490,8476,Storage
S24193524200590,728490,8476,Storage
S24193524200807,728490,8476,Storage
S24194524202801,728490,8476,Storage
S24194524202818,728490,8476,Storage
S24195524201285,728490,8476,Storage
S24195524201385,728490,8476,Storage
S24195524201406,728490,8476,Storage
S24195524201487,728490,8476,Storage
S24195524201545,728490,8476,Storage
S24197524206851,728490,8476,Storage
S24197524207047,728490,8476,Storage
S24198524200799,728490,8476,Storage
S24198524200847,728490,8476,Storage
S24198524201059,728490,8476,Storage
S24198524201081,728490,8476,Storage
S24198524201254,728490,8476,Storage
S24198524201296,728490,8476,Storage
S24198524215431,728490,8476,Storage
S24106524202144,728490,8476,Storage
S24190524209268,728490,8476,Storage
S24192524201873,728490,8476,Storage
S24192524201941,728490,8476,Storage
S24192524202391,728490,8476,Storage
S24193524201029,728490,8476,Storage
S24193524201047,728490,8476,Storage
S24193524201119,728490,8476,Storage
S24194524202609,728490,8476,Storage
S24194524203128,728490,8476,Storage
S24195524201152,728490,8476,Storage
S24195524201264,728490,8476,Storage
S24195524201480,728490,8476,Storage
S24195524201515,728490,8476,Storage
S24195524201549,728490,8476,Storage
S24195524201553,728490,8476,Storage
S24195524201674,728490,8476,Storage
S24190524217399,728490,8476,Storage
S24192524202227,728490,8476,Storage
S24195524201229,728490,8476,Storage
S24195524201335,728490,8476,Storage
S24195524201514,728490,8476,Storage
S24195524201657,728490,8476,Storage
S24195524201677,728490,8476,Storage
S24195524201706,728490,8476,Storage
S24195524201731,728490,8476,Storage
S24195524201739,728490,8476,Storage
S24197524206619,728490,8476,Storage
S24197524206662,728490,8476,Storage
S24197524206713,728490,8476,Storage
S24197524206717,728490,8476,Storage
S24197524206760,728490,8476,Storage
S24197524206821,728490,8476,Storage
S24197524206853,728490,8476,Storage
S24197524206923,728490,8476,Storage
S24197524206943,728490,8476,Storage
S24187524201903,728490,8476,Storage
S24187524202065,728490,8476,Storage
S24187524202100,728490,8476,Storage
S24187524202119,728490,8476,Storage
S24187524202127,728490,8476,Storage
S24187524202159,728490,8476,Storage
S24192524202472,728490,8476,Storage
S24193524200643,728490,8476,Storage
S24194524203196,728490,8476,Storage
S24195524201257,728490,8476,Storage
S24195524201432,728490,8476,Storage
S24195524201435,728490,8476,Storage
S24197524206893,728490,8476,Storage
S24197524207005,728490,8476,Storage
S24197524207057,728490,8476,Storage
S24197524207113,728490,8476,Storage
S24197524207116,728490,8476,Storage
S24197524207224,728490,8476,Storage
S24198524200753,728490,8476,Storage
S24187524201819,728490,8476,Storage
S24187524201992,728490,8476,Storage
S24187524202040,728490,8476,Storage
S24187524202309,728490,8476,Storage
S24187524202318,728490,8476,Storage
S24187524202351,728490,8476,Storage
S24187524202356,728490,8476,Storage
S24187524212724,728490,8476,Storage
S24187524212784,728490,8476,Storage
S24187524212797,728490,8476,Storage
S24190524209124,728490,8476,Storage
S24195524201193,728490,8476,Storage
S24195524201759,728490,8476,Storage
S24195524201776,728490,8476,Storage
S24195524201803,728490,8476,Storage
S24197524206691,728490,8476,Storage
S24197524206734,728490,8476,Storage
S24197524206941,728490,8476,Storage
S24197524207149,728490,8476,Storage
S24198524201196,728490,8476,Storage
S24195524201734,728490,8476,Storage
S24195524201756,728490,8476,Storage
S24197524206650,728490,8476,Storage
S24197524206698,728490,8476,Storage
S24197524206756,728490,8476,Storage
S24197524206897,728490,8476,Storage
S24197524206899,728490,8476,Storage
S24197524206948,728490,8476,Storage
S24197524207125,728490,8476,Storage
S24197524207154,728490,8476,Storage
S24197524207170,728490,8476,Storage
S24197524207250,728490,8476,Storage
S24190524209555,728490,8476,Storage
S24190524216895,728490,8476,Storage
S24190524217153,728490,8476,Storage
S24192524201784,728490,8476,Storage
S24194524203042,728490,8476,Storage
S24195524201400,728490,8476,Storage
S24195524201661,728490,8476,Storage
S24195524201676,728490,8476,Storage
S24187524213370,728490,8476,Storage
S24190524217482,728490,8476,Storage
S24192524202080,728490,8476,Storage
S24192524202093,728490,8476,Storage
S24192524202256,728490,8476,Storage
S24193524200591,728490,8476,Storage
S24193524200978,728490,8476,Storage
S24194524202639,728490,8476,Storage
S24194524202712,728490,8476,Storage
S24194524202847,728490,8476,Storage
S24194524202853,728490,8476,Storage
S24194524202892,728490,8476,Storage
S24194524202918,728490,8476,Storage
S24194524202968,728490,8476,Storage
S24194524202996,728490,8476,Storage
S24194524203027,728490,8476,Storage
S24194524203050,728490,8476,Storage
S24194524203178,728490,8476,Storage
S24194524203234,728490,8476,Storage
S24195524201180,728490,8476,Storage
S24187524202237,728490,8476,Storage
S24190524217297,728490,8476,Storage
S24192524201778,728490,8476,Storage
S24192524202026,728490,8476,Storage
S24192524202033,728490,8476,Storage
S24192524202451,728490,8476,Storage
S24193524200662,728490,8476,Storage
S24193524200684,728490,8476,Storage
S24193524200770,728490,8476,Storage
S24193524200922,728490,8476,Storage
S24193524201005,728490,8476,Storage
S24193524201075,728490,8476,Storage
S24193524201100,728490,8476,Storage
S24193524201191,728490,8476,Storage
S24193524201196,728490,8476,Storage
S24194524202653,728490,8476,Storage
S24194524202722,728490,8476,Storage
S24195524201483,728490,8476,Storage
S24197524207225,728490,8476,Storage
S24198524200851,728490,8476,Storage
S24195524201184,728490,8476,Storage
S24195524201743,728490,8476,Storage
S24197524206613,728490,8476,Storage
S24197524206624,728490,8476,Storage
S24197524206626,728490,8476,Storage
S24197524206657,728490,8476,Storage
S24197524206658,728490,8476,Storage
S24197524206689,728490,8476,Storage
S24197524206797,728490,8476,Storage
S24197524206798,728490,8476,Storage
S24197524206822,728490,8476,Storage
S24197524206879,728490,8476,Storage
S24197524206887,728490,8476,Storage
S24197524207080,728490,8476,Storage
S24197524207096,728490,8476,Storage
S24197524207099,728490,8476,Storage
S24197524207115,728490,8476,Storage
S24197524207134,728490,8476,Storage
S24197524207214,728490,8476,Storage
S24197524207251,728490,8476,Storage
S24194524203044,728490,8476,Storage
1.25851E+14,728341,1279,On Hold
1.22529E+14,728341,1279,On Hold
1.25887E+14,728341,1279,On Hold
1.32872E+14,728341,1279,On Hold
1.31557E+14,728341,1279,On Hold
1.22913E+14,728341,1279,On Hold
1.08487E+14,728341,1279,On Hold
1.32089E+14,728341,1279,On Hold
1.22561E+14,728341,1279,On Hold
1.22061E+14,728341,1279,On Hold
1.22101E+14,728341,1279,On Hold
1.23E+14,728341,1279,On Hold
1.22621E+14,728341,1279,On Hold
1.22209E+14,728341,1279,On Hold
1.32548E+14,728341,1279,On Hold
1.34603E+14,728341,1279,On Hold
1.08151E+14,728341,1279,On Hold
1.09646E+14,728341,1279,On Hold
1.08595E+14,728341,1279,On Hold
1.10178E+14,728341,1279,On Hold
1.10826E+14,728341,1279,On Hold
1.10894E+14,728341,1279,On Hold
1.10938E+14,728341,1279,On Hold
1.11082E+14,728341,1279,On Hold
1.14772E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
9909119077,728341,1279,On Hold
9909118995,728341,1279,On Hold
9909119032,728341,1279,On Hold
9909135439,728341,1279,On Hold
9909135434,728341,1279,On Hold
9909135355,728341,1279,On Hold
9909135433,728341,1279,On Hold
9909135361,728341,1279,On Hold
9909123672,728341,1279,On Hold
9909135462,728341,1279,On Hold
9909123686,728341,1279,On Hold
9909122789,728341,1279,On Hold
9909119047,728341,1279,On Hold
9909119076,728341,1279,On Hold
9909119065,728341,1279,On Hold
9909119071,728341,1279,On Hold
9909119062,728341,1279,On Hold
9909118934,728341,1279,On Hold
9909119073,728341,1279,On Hold
9909135363,728341,1279,On Hold
9909122809,728341,1279,On Hold
9909119059,728341,1279,On Hold
9909119025,728341,1279,On Hold
9909123684,728341,1279,On Hold
9909119064,728341,1279,On Hold
9909119079,728341,1279,On Hold
9909118933,728341,1279,On Hold
9909135364,728341,1279,On Hold
9909118998,728341,1279,On Hold
9909118984,728341,1279,On Hold
9909123676,728341,1279,On Hold
9909119075,728341,1279,On Hold
9909135404,728341,1279,On Hold
9909119080,728341,1279,On Hold
9909119041,728341,1279,On Hold
9909135436,728341,1279,On Hold
9909122784,728341,1279,On Hold
9909135406,728341,1279,On Hold
9909119036,728341,1279,On Hold
9909118930,728341,1279,On Hold
9909118983,728341,1279,On Hold
9909135402,728341,1279,On Hold
9909119057,728341,1279,On Hold
9909122785,728341,1279,On Hold
9909135359,728341,1279,On Hold
9909119037,728341,1279,On Hold
9909122808,728341,1279,On Hold
9909122787,728341,1279,On Hold
9909135463,728341,1279,On Hold
9909135432,728341,1279,On Hold
9909135441,728341,1279,On Hold
9909119078,728341,1279,On Hold
9909118931,728341,1279,On Hold
9909135465,728341,1279,On Hold
9909119042,728341,1279,On Hold
9909135360,728341,1279,On Hold
9909135405,728341,1279,On Hold
9909135438,728341,1279,On Hold
9909122806,728341,1279,On Hold
9909118996,728341,1279,On Hold
9909119022,728341,1279,On Hold
9909122783,728341,1279,On Hold
9909119023,728341,1279,On Hold
9909122788,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
3.52109E+14,728341,1279,On Hold
